"Year" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec" "Annual" "Winter" "Spring" "Summer" "Autumn"
"1898" " NA" " NA" " NA" " NA" " NA" " NA" " NA" " NA" "     7.8" "     4.9" "     2.1" "    -0.3" " NA" " NA" " NA" " NA" "     4.9"
"1899" "    -0.2" "    -1.1" "    -0.2" "     2.6" "     4.7" "     6.7" "     9.1" "     9.2" "     6.7" "     5.2" "     6.9" "     2.1" "     4.3" "    -0.5" "     2.4" "     8.3" "     6.3"
"1912" "     0.9" "     1.3" "    -0.8" "     3.4" "     7.2" "     8.9" "    10.4" "     9.9" "     7.7" "     3.7" "     3.3" "     1.3" "     4.8" "     1.1" "     3.3" "     9.7" "     4.9"
"1913" "    -2.3" "    -1.6" "    -0.4" "     3.5" "     6.1" "     9.4" "    10.2" "    10.9" "     8.0" "     4.6" "     2.2" "     2.1" "     4.4" "    -0.9" "     3.1" "    10.2" "     4.9"
"1914" "     1.8" "     1.4" "     2.9" "     4.6" "     7.6" "     8.6" "    10.4" "    10.3" "     8.2" "     7.5" "     3.6" "     0.2" "     5.6" "     1.8" "     5.0" "     9.8" "     6.4"
"1915" "     0.5" "     1.8" "     4.4" "     5.1" "     7.5" "     9.6" "    10.9" "    11.5" "     9.0" "     6.9" "     2.0" "     1.1" "     5.9" "     0.8" "     5.7" "    10.7" "     6.0"
"1916" "    -5.9" "    -0.3" "     1.2" "     3.4" "     5.1" "     8.1" "     9.8" "    10.0" "     8.6" "     4.5" "     1.4" "    -1.0" "     3.7" "    -1.7" "     3.2" "     9.3" "     4.8"
"1917" "    -0.7" "    -0.9" "    -0.5" "     3.2" "     5.1" "     7.5" "     9.6" "    10.2" "     9.2" "     5.2" "     4.7" "     0.9" "     4.5" "    -0.9" "     2.6" "     9.1" "     6.4"
"1918" "     1.5" "    -0.3" "     1.0" "     3.4" "     5.8" "     8.8" "     9.9" "    10.5" "    10.0" "     6.7" "     3.5" "     0.7" "     5.1" "     0.7" "     3.4" "     9.7" "     6.7"
"1919" "     1.0" "    -0.1" "     1.2" "     4.0" "     5.8" "     7.2" "     9.8" "    10.1" "     9.6" "     4.1" "     1.9" "    -0.7" "     4.5" "     0.5" "     3.7" "     9.0" "     5.2"
"1920" "     0.0" "     0.0" "     1.5" "     1.9" "     4.4" "     7.8" "    10.4" "    10.6" "     8.7" "     5.3" "     3.6" "     2.2" "     4.7" "    -0.2" "     2.6" "     9.6" "     5.9"
"1921" "     0.3" "     1.0" "     1.3" "     2.5" "     5.6" "     9.0" "     9.8" "    10.0" "     8.0" "     6.3" "     2.6" "    -1.0" "     4.6" "     1.2" "     3.1" "     9.6" "     5.6"
"1922" "    -1.7" "    -1.8" "     0.5" "     2.7" "     6.0" "     8.9" "     9.8" "    10.6" "     9.5" "     6.8" "     2.3" "    -0.9" "     4.4" "    -1.5" "     3.1" "     9.8" "     6.2"
"1923" "     0.4" "    -1.7" "     1.2" "     4.2" "     6.5" "     9.0" "    10.8" "    11.0" "     9.4" "     7.2" "     4.3" "     1.3" "     5.3" "    -0.7" "     4.0" "    10.3" "     7.0"
"1924" "     0.6" "     2.9" "     1.7" "     3.3" "     7.1" "     8.5" "    10.3" "    10.0" "     8.9" "     6.6" "     2.4" "    -0.9" "     5.1" "     1.6" "     4.0" "     9.6" "     6.0"
"1925" "     1.0" "     2.5" "     2.2" "     4.4" "     7.5" "     9.0" "    10.5" "    11.0" "     9.6" "     5.7" "     3.2" "     4.0" "     5.9" "     0.9" "     4.7" "    10.2" "     6.2"
"1926" "     2.1" "     3.5" "     4.3" "     6.8" "     7.9" "    10.4" "    10.9" "    10.6" "     8.2" "     7.5" "     5.3" "     1.2" "     6.6" "     3.2" "     6.3" "    10.6" "     7.0"
"1927" "     0.7" "     1.4" "     1.7" "     2.8" "     6.0" "     9.7" "    10.7" "    10.8" "     9.9" "     6.7" "     2.8" "    -1.3" "     5.2" "     1.1" "     3.5" "    10.4" "     6.5"
"1928" "     2.0" "     1.5" "     3.1" "     4.0" "     7.5" "     9.5" "    11.1" "    10.5" "     9.1" "     6.5" "     4.5" "     1.4" "     5.9" "     0.7" "     4.9" "    10.4" "     6.7"
"1929" "    -2.3" "    -1.5" "     2.2" "     2.5" "     6.4" "     9.1" "    10.5" "    10.6" "     9.9" "     7.7" "     3.1" "     1.8" "     5.0" "    -0.8" "     3.7" "    10.1" "     6.9"
"1930" "    -4.2" "     1.0" "     2.4" "     5.2" "     6.1" "     8.9" "    10.3" "    11.2" "     9.9" "     5.6" "     2.8" "     2.2" "     5.1" "    -0.5" "     4.6" "    10.1" "     6.1"
"1931" "     3.4" "     1.8" "     2.8" "     5.4" "     7.9" "     9.5" "    11.2" "    10.7" "     9.7" "     6.8" "     1.8" "     1.7" "     6.1" "     2.5" "     5.4" "    10.5" "     6.1"
"1932" "    -0.6" "     0.4" "     3.0" "     4.7" "     6.6" "     9.3" "    10.0" "    10.8" "     8.9" "     7.3" "     4.9" "    -0.3" "     5.4" "     0.5" "     4.8" "    10.0" "     7.0"
"1933" "     0.0" "    -1.8" "     2.0" "     3.4" "     5.9" "     8.5" "     9.9" "    11.5" "     8.1" "     6.4" "     4.5" "     1.5" "     5.0" "    -0.7" "     3.8" "    10.0" "     6.3"
"1934" "     2.7" "     3.0" "     4.4" "     6.9" "     8.0" "     9.5" "    10.4" "    11.1" "     9.3" "     7.2" "     5.7" "     1.7" "     6.7" "     2.4" "     6.4" "    10.3" "     7.4"
"1935" "    -0.3" "     2.1" "     0.7" "     3.4" "     6.6" "     9.6" "    10.6" "    10.6" "     9.6" "     5.7" "     2.3" "     3.2" "     5.3" "     1.2" "     3.6" "    10.3" "     5.9"
"1936" "     2.0" "    -3.9" "     0.9" "     5.0" "     7.8" "    10.1" "    11.1" "    11.2" "     8.0" "     7.6" "     2.7" "     1.9" "     5.4" "     0.4" "     4.6" "    10.8" "     6.1"
"1937" "    -4.5" "    -0.9" "     2.8" "     3.9" "     6.8" "    10.0" "    10.8" "    10.4" "     9.6" "     7.6" "     4.1" "     1.8" "     5.2" "    -1.2" "     4.5" "    10.4" "     7.1"
"1938" "     1.0" "     0.6" "     1.8" "     4.8" "     6.5" "     9.2" "    10.6" "    10.1" "    10.5" "     6.7" "     2.4" "     1.7" "     5.5" "     1.1" "     4.4" "    10.0" "     6.5"
"1939" "     2.3" "    -0.8" "     1.7" "     4.3" "     7.0" "     8.8" "    10.2" "    11.1" "     9.5" "     6.5" "     5.6" "     4.1" "     5.9" "     1.1" "     4.3" "    10.0" "     7.2"
"1940" "     1.9" "     2.5" "     4.1" "     6.0" "     8.3" "    10.0" "    10.8" "    11.5" "    10.4" "     8.3" "     1.9" "     2.8" "     6.5" "     2.8" "     6.1" "    10.8" "     6.9"
"1941" "     2.3" "     3.0" "     4.8" "     6.0" "     7.9" "    10.0" "    11.9" "    11.1" "     9.4" "     7.3" "     4.3" "     1.5" "     6.6" "     2.7" "     6.2" "    11.0" "     7.0"
"1942" "     0.8" "     1.2" "     2.0" "     4.9" "     7.5" "     9.4" "    11.8" "    11.5" "    10.0" "     7.6" "     2.2" "     2.1" "     5.9" "     1.2" "     4.8" "    10.9" "     6.6"
"1943" "    -3.0" "     1.3" "     0.9" "     5.2" "     5.8" "     8.6" "    10.3" "    10.9" "    10.4" "     7.1" "     4.5" "     1.6" "     5.3" "     0.1" "     4.0" "     9.9" "     7.3"
"1944" "     1.3" "     1.3" "     1.5" "     4.4" "     6.7" "     9.1" "    10.5" "    10.8" "    10.2" "     8.5" "     4.3" "     0.8" "     5.8" "     1.4" "     4.2" "    10.1" "     7.7"
"1945" "     1.9" "     1.6" "     1.8" "     3.1" "     7.6" "     8.9" "    10.6" "    10.3" "     8.6" "     6.8" "     2.1" "     1.3" "     5.4" "     1.4" "     4.2" "     9.9" "     5.8"
"1946" "     1.6" "     1.6" "     1.8" "     3.7" "     7.8" "     9.4" "    10.9" "    10.6" "     9.1" "     5.0" "     0.7" "     0.4" "     5.2" "     1.5" "     4.4" "    10.3" "     4.9"
"1947" "    -1.5" "     2.0" "     3.3" "     5.2" "     7.9" "     9.8" "    10.9" "    10.5" "     9.4" "     6.8" "     2.7" "     2.2" "     5.8" "     0.3" "     5.5" "    10.4" "     6.3"
"1948" "     0.5" "    -0.6" "     1.1" "     2.6" "     6.6" "    10.3" "    10.5" "    10.4" "     8.7" "     6.0" "     2.5" "    -0.9" "     4.8" "     0.7" "     3.4" "    10.4" "     5.7"
"1949" "    -3.7" "    -1.9" "     1.9" "     4.1" "     7.2" "     8.4" "    10.0" "    10.7" "     9.7" "     4.7" "     5.8" "    -0.5" "     4.7" "    -2.2" "     4.4" "     9.7" "     6.7"
"1950" "    -7.9" "    -0.1" "     0.9" "     3.0" "     4.9" "     9.1" "    10.2" "    10.3" "     8.8" "     5.7" "     2.4" "     3.3" "     4.2" "    -2.8" "     2.9" "     9.9" "     5.6"
"1951" "    -0.7" "     0.0" "    -0.4" "     3.8" "     6.7" "     8.6" "    10.6" "     9.9" "     8.8" "     6.5" "     3.0" "    -0.9" "     4.7" "     0.9" "     3.4" "     9.7" "     6.1"
"1952" "    -1.2" "     0.5" "     1.2" "     3.4" "     6.0" "     7.6" "     9.7" "    10.0" "     9.2" "     7.4" "     2.2" "     1.8" "     4.8" "    -0.5" "     3.5" "     9.1" "     6.3"
"1953" "     2.0" "     1.2" "     2.2" "     4.2" "     7.0" "     8.6" "    10.8" "    11.2" "    10.2" "     7.6" "     5.9" "     2.9" "     6.2" "     1.7" "     4.5" "    10.2" "     7.9"
"1954" "    -1.7" "     2.0" "     0.4" "     2.9" "     7.1" "     8.5" "     9.9" "    10.4" "    10.0" "     6.4" "     6.2" "     1.9" "     5.3" "     1.1" "     3.5" "     9.6" "     7.5"
"1955" "     1.1" "    -0.3" "    -0.8" "     1.9" "     5.2" "     8.7" "     9.6" "    10.4" "     9.2" "     6.3" "    -0.4" "    -0.6" "     4.2" "     0.9" "     2.1" "     9.6" "     5.0"
"1956" "     0.0" "    -1.6" "     0.4" "     4.3" "     7.7" "     8.8" "    10.6" "    10.6" "     9.4" "     5.8" "     2.6" "     1.0" "     5.0" "    -0.7" "     4.1" "    10.0" "     5.9"
"1957" "    -2.9" "    -1.1" "     2.2" "     4.6" "     8.3" "     9.8" "    10.4" "    10.7" "    10.8" "     6.4" "     3.1" "     2.6" "     5.4" "    -1.0" "     5.0" "    10.3" "     6.8"
"1958" "     3.1" "     4.1" "     2.4" "     4.6" "     8.7" "    11.4" "    11.9" "    11.4" "    10.1" "     7.3" "     2.3" "     2.9" "     6.7" "     3.3" "     5.2" "    11.6" "     6.6"
"1959" "     0.5" "     0.8" "     2.4" "     4.1" "     6.4" "     9.5" "    11.1" "    10.5" "     9.3" "     7.0" "     2.1" "     1.4" "     5.4" "     1.4" "     4.3" "    10.4" "     6.1"
"1960" "     0.4" "     1.6" "     1.1" "     4.4" "     6.9" "     9.2" "    10.6" "    10.8" "     9.0" "     7.5" "     3.5" "     1.6" "     5.6" "     1.1" "     4.1" "    10.2" "     6.7"
"1961" "     2.1" "     2.9" "     2.8" "     4.5" "     7.0" "    10.1" "    11.5" "    11.3" "     9.0" "     5.5" "     1.8" "     0.6" "     5.8" "     2.2" "     4.8" "    11.0" "     5.4"
"1962" "     0.2" "     1.5" "     0.4" "     4.3" "     6.1" "     8.3" "    10.0" "    10.6" "     9.5" "     7.4" "     4.6" "     3.1" "     5.5" "     0.8" "     3.6" "     9.6" "     7.2"
"1963" "    -1.5" "     3.9" "     2.0" "     4.4" "     7.1" "     9.3" "    10.5" "    10.7" "    10.7" "     7.8" "     3.6" "     2.4" "     5.9" "     1.8" "     4.5" "    10.2" "     7.4"
"1964" "     1.8" "     1.3" "     2.0" "     2.8" "     5.4" "     8.9" "    10.4" "    10.6" "     8.8" "     6.9" "     2.1" "    -1.5" "     5.0" "     1.8" "     3.4" "    10.0" "     5.9"
"1965" "     0.4" "     1.2" "     1.9" "     4.3" "     5.4" "     8.4" "    10.8" "    10.7" "     9.0" "     8.0" "     5.0" "     1.1" "     5.5" "     0.0" "     3.9" "    10.0" "     7.3"
"1966" "     0.8" "     1.8" "     2.1" "     4.1" "     6.0" "     9.1" "    10.0" "    10.7" "    10.4" "     6.3" "     4.1" "     3.1" "     5.7" "     1.2" "     4.1" "     9.9" "     6.9"
"1967" "     1.6" "     1.8" "     1.1" "     2.9" "     6.7" "     9.8" "    10.9" "    11.5" "    10.8" "     7.3" "     4.1" "     1.1" "     5.8" "     2.2" "     3.6" "    10.7" "     7.4"
"1968" "     0.5" "     3.0" "     3.7" "     3.5" "     6.9" "     8.8" "    11.1" "    10.8" "     9.2" "     6.1" "     3.5" "    -2.2" "     5.4" "     1.5" "     4.7" "    10.2" "     6.3"
"1969" "    -4.3" "     0.4" "     2.2" "     3.9" "     8.1" "    10.8" "    10.7" "    10.2" "     9.5" "     6.3" "     3.9" "     2.6" "     5.4" "    -2.0" "     4.7" "    10.6" "     6.6"
"1970" "     0.6" "     3.0" "     2.4" "     2.9" "     6.1" "     9.3" "    10.5" "    10.5" "     8.7" "     5.6" "     2.8" "     0.1" "     5.2" "     2.1" "     3.8" "    10.1" "     5.7"
"1971" "    -0.2" "     1.1" "     0.2" "     3.4" "     6.5" "     8.1" "     9.9" "    11.3" "     9.2" "     5.4" "     3.5" "    -1.4" "     4.8" "     0.3" "     3.4" "     9.8" "     6.0"
"1972" "    -2.3" "     0.4" "     2.5" "     2.0" "     7.5" "     8.8" "    10.9" "    11.0" "     8.3" "     5.2" "     4.0" "    -0.6" "     4.8" "    -1.1" "     4.0" "    10.2" "     5.8"
"1973" "    -0.5" "     1.4" "     2.3" "     3.5" "     6.6" "     8.6" "    10.2" "     9.5" "     9.9" "     6.4" "     1.0" "     1.3" "     5.0" "     0.1" "     4.1" "     9.4" "     5.8"
"1974" "     0.3" "     1.8" "     2.1" "     4.6" "     5.4" "     8.8" "    10.3" "    10.1" "     9.0" "     4.8" "     3.3" "     2.6" "     5.3" "     1.1" "     4.0" "     9.7" "     5.7"
"1975" "     0.3" "     0.0" "     1.6" "     2.3" "     6.3" "     8.6" "    10.5" "    10.8" "     8.4" "     6.5" "     3.4" "     1.3" "     5.0" "     1.0" "     3.4" "    10.0" "     6.1"
"1976" "     1.4" "     1.4" "     1.4" "     3.4" "     6.4" "     7.7" "    10.8" "    10.5" "     9.4" "     5.5" "     2.5" "     2.8" "     5.3" "     1.4" "     3.7" "     9.7" "     5.8"
"1977" "    -0.2" "     3.1" "     1.7" "     4.2" "     6.4" "     8.9" "    10.2" "    10.8" "     8.2" "     5.0" "     1.8" "     0.5" "     5.1" "     1.9" "     4.1" "    10.0" "     5.0"
"1978" "     1.5" "     2.0" "     3.3" "     4.8" "     5.9" "     9.8" "    10.8" "    11.2" "     9.1" "     5.9" "     0.9" "    -0.5" "     5.4" "     1.3" "     4.7" "    10.6" "     5.3"
"1979" "    -2.2" "     1.0" "     1.9" "     3.9" "     7.4" "     8.7" "    10.6" "    10.8" "    10.0" "     6.6" "     1.4" "     3.2" "     5.3" "    -0.6" "     4.4" "    10.0" "     6.0"
"1980" "    -2.1" "     2.7" "     2.3" "     4.9" "     7.2" "     9.5" "    10.5" "    10.4" "     8.8" "     5.6" "     4.3" "     3.7" "     5.7" "     1.3" "     4.8" "    10.1" "     6.2"
"1981" "     2.6" "     2.9" "     3.2" "     4.4" "     7.2" "     9.3" "    10.6" "    11.5" "     8.7" "     5.2" "     4.4" "     1.5" "     6.0" "     3.1" "     4.9" "    10.5" "     6.1"
"1982" "     0.2" "     2.0" "     1.2" "     2.7" "     6.2" "    10.2" "    11.1" "    10.7" "     9.4" "     6.2" "     1.6" "     1.4" "     5.2" "     1.2" "     3.4" "    10.7" "     5.7"
"1983" "     3.9" "     3.3" "     4.1" "     3.8" "     8.2" "    10.2" "    11.3" "    11.1" "     7.9" "     5.0" "     5.3" "    -1.1" "     6.1" "     2.9" "     5.4" "    10.9" "     6.1"
"1984" "     2.2" "     2.7" "     3.7" "     3.9" "     6.1" "     9.5" "    10.8" "    10.8" "     8.0" "     5.0" "     3.2" "    -1.3" "     5.4" "     1.3" "     4.6" "    10.4" "     5.4"
"1985" "    -0.4" "     0.3" "     1.1" "     3.9" "     6.7" "     8.7" "    10.8" "     9.9" "     7.9" "     6.4" "    -2.2" "    -0.1" "     4.4" "    -0.5" "     3.9" "     9.8" "     4.0"
"1986" "     2.8" "     0.5" "     4.0" "     3.9" "     6.9" "    10.3" "    10.6" "    11.2" "     8.9" "     6.2" "     3.7" "     1.5" "     5.9" "     1.1" "     4.9" "    10.7" "     6.3"
"1987" "     2.0" "     3.2" "     2.8" "     4.9" "     7.4" "     9.2" "    11.1" "    10.3" "     8.7" "     5.0" "     4.8" "     1.0" "     5.9" "     2.2" "     5.0" "    10.2" "     6.2"
"1988" "     0.6" "     1.7" "     2.5" "     4.5" "     6.6" "     8.5" "    10.3" "    10.2" "     7.1" "     7.5" "     3.9" "     2.2" "     5.5" "     1.1" "     4.5" "     9.7" "     6.2"
"1989" "     0.9" "    -3.7" "     1.7" "     5.2" "     6.9" "     9.3" "    10.4" "    10.2" "     8.1" "     5.9" "     4.0" "     3.2" "     5.2" "    -0.2" "     4.6" "    10.0" "     6.0"
"1990" "     1.9" "    -0.1" "     2.2" "     5.4" "     6.6" "     9.8" "    11.7" "    11.5" "     9.0" "     4.8" "     3.4" "    -0.6" "     5.5" "     1.7" "     4.7" "    11.0" "     5.7"
"1991" "     0.0" "     3.8" "     1.8" "     4.1" "     7.3" "     8.2" "    10.9" "    11.5" "     9.1" "     4.8" "     4.0" "     3.2" "     5.7" "     1.1" "     4.4" "    10.2" "     6.0"
"1992" "     3.5" "     3.8" "     4.3" "     5.6" "     7.6" "    11.0" "    11.9" "    10.3" "     7.5" "     6.9" "     4.0" "     0.5" "     6.4" "     3.5" "     5.8" "    11.1" "     6.1"
"1993" "    -1.1" "    -1.0" "     2.8" "     5.7" "     9.6" "    10.6" "    11.3" "    11.2" "     7.7" "     6.6" "     1.4" "     2.7" "     5.6" "    -0.5" "     6.0" "    11.0" "     5.2"
"1994" "     3.8" "     1.3" "     3.2" "     6.4" "     8.3" "     9.0" "    10.9" "    11.7" "    10.0" "     5.9" "     2.8" "     2.8" "     6.3" "     2.6" "     6.0" "    10.5" "     6.2"
"1995" "     2.0" "     3.0" "     3.3" "     4.5" "     7.6" "    10.6" "    11.9" "    10.5" "     9.8" "     6.3" "     5.4" "     2.6" "     6.5" "     2.6" "     5.1" "    11.0" "     7.2"
"1996" "     1.9" "     1.0" "     3.0" "     6.6" "     6.6" "     9.7" "    11.5" "    11.1" "     8.6" "     6.0" "     2.8" "     0.1" "     5.7" "     1.8" "     5.4" "    10.8" "     5.8"
"1997" "     1.6" "     2.5" "     3.2" "     4.2" "     8.6" "    10.3" "    12.1" "    12.5" "    10.3" "     7.2" "     4.6" "     2.9" "     6.7" "     1.4" "     5.3" "    11.6" "     7.4"
"1998" "     2.8" "     3.5" "     4.1" "     4.7" "     8.4" "    10.4" "    12.5" "    11.8" "     9.5" "     7.0" "     6.2" "     2.5" "     7.0" "     3.1" "     5.7" "    11.6" "     7.6"
"1999" "     2.8" "     2.9" "     2.7" "     3.4" "     6.0" "    10.0" "    10.7" "    11.8" "     8.3" "     5.1" "     5.0" "     3.5" "     6.0" "     2.7" "     4.0" "    10.8" "     6.1"
"2000" "     1.0" "     1.8" "     3.1" "     4.8" "     7.3" "    10.7" "    11.5" "    10.6" "     9.5" "     6.2" "     2.4" "     1.3" "     5.9" "     2.1" "     5.1" "    10.9" "     6.0"
"2001" "     2.8" "     0.6" "     2.9" "     4.1" "     7.0" "     9.5" "    11.0" "    11.6" "     9.5" "     6.0" "     4.5" "     1.3" "     5.9" "     1.6" "     4.7" "    10.7" "     6.7"
"2002" "     2.2" "     1.2" "     1.2" "     4.1" "     6.1" "    10.0" "    11.3" "    10.7" "     8.7" "     5.4" "     4.6" "     3.5" "     5.8" "     1.6" "     3.8" "    10.7" "     6.2"
"2003" "     3.8" "     2.1" "     4.5" "     5.0" "     7.3" "    10.5" "    12.3" "    11.1" "     9.4" "     8.1" "     0.9" "     2.0" "     6.4" "     3.1" "     5.6" "    11.3" "     6.1"
"2004" "     2.3" "     2.1" "     4.0" "     5.2" "     8.0" "    10.2" "    12.5" "    12.9" "     9.6" "     7.1" "     4.5" "     3.4" "     6.8" "     2.1" "     5.7" "    11.9" "     7.1"
"2005" "     1.0" "    -0.7" "     3.6" "     5.2" "     8.9" "    10.7" "    11.9" "    11.3" "     8.4" "     7.3" "     3.2" "     2.1" "     6.1" "     1.2" "     5.9" "    11.3" "     6.3"
"2006" "     4.1" "     0.7" "     2.8" "     5.1" "     7.5" "    11.0" "    12.0" "    10.9" "     9.3" "     5.9" "     3.0" "     1.7" "     6.2" "     2.3" "     5.1" "    11.3" "     6.1"
"2007" "     0.4" "     2.8" "     3.9" "     4.5" "     6.8" "     9.9" "    12.8" "    11.6" "     8.7" "     5.9" "     2.5" "     0.9" "     5.9" "     1.6" "     5.1" "    11.4" "     5.7"
"2008" "     0.9" "     1.7" "     2.1" "     2.3" "     7.8" "     9.5" "    10.8" "    11.7" "     8.8" "     5.7" "     5.4" "    -0.3" "     5.5" "     1.2" "     4.1" "    10.7" "     6.6"
"2009" "     0.8" "     0.4" "     1.2" "     3.6" "     6.8" "    10.5" "    12.1" "    11.4" "     9.6" "     6.2" "     4.7" "    -0.2" "     5.6" "     0.3" "     3.9" "    11.3" "     6.8"
"2010" "     4.3" "     3.8" "     2.9" "     4.5" "     6.9" "     9.4" "    10.3" "    11.1" "    10.3" "     6.2" "     1.9" "     2.6" "     6.2" "     2.6" "     4.8" "    10.3" "     6.1"
"2011" "     2.0" "    -0.2" "     3.1" "     2.3" "     6.6" "     9.5" "    11.4" "    11.7" "    10.0" "     5.7" "     1.4" "     1.0" "     5.4" "     1.5" "     4.0" "    10.9" "     5.7"
"2012" "     1.0" "     1.6" "     2.0" "     5.1" "     6.5" "     9.1" "    11.2" "    11.8" "     8.1" "     6.4" "     4.2" "     2.8" "     5.8" "     1.2" "     4.5" "    10.7" "     6.2"
"2013" "     0.7" "     2.8" "     2.8" "     4.6" "     8.1" "    11.1" "    11.5" "    11.8" "    10.7" "     5.9" "     2.6" "     0.1" "     6.1" "     2.1" "     5.2" "    11.5" "     6.4"
"2014" "     2.2" "    -0.1" "     3.3" "     4.9" "     9.4" "    10.6" "    12.2" "    12.5" "    10.2" "     9.1" "     3.1" "     2.4" "     6.7" "     0.7" "     5.9" "    11.8" "     7.5"
"2015" "     3.1" "     4.6" "     4.7" "     3.9" "     8.9" "    11.4" "    13.1" "    12.4" "     9.0" "     8.2" "     2.2" "     3.0" "     7.0" "     3.4" "     5.8" "    12.3" "     6.5"
"2016" "     2.3" "     3.8" "     4.7" "     7.1" "     9.2" "    11.5" "    12.8" "    12.9" "     9.8" "     7.9" "     6.2" "    -0.4" "     7.3" "     3.0" "     7.0" "    12.4" "     8.0"
"2017" "    -0.5" "     0.5" "     3.7" "     5.6" "     7.4" "    10.4" "    12.5" "    12.7" "    10.6" "     5.4" "     4.2" "     0.2" "     6.1" "    -0.1" "     5.6" "    11.9" "     6.7"
